äa	f. poss. pron. her; {dit es äa Rock - this is her dress}. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%A4a	äa	Ehr	http://example.org/lexicon#S%C4%93_Ehr
_	_	_	eene	ēēn	http://example.org/lexicon#%28f%C3%B6r%29_%C4%93%C4%93n_Da%C4%9F
_	_	_	eene	ēēn	http://example.org/lexicon#%28man%29_%C4%93%C4%93n
_	_	_	eene	ēēn	http://example.org/lexicon#%28sik%29_%C4%93%C4%93n%7Cwat
_	_	_	eene	ēēn	http://example.org/lexicon#%C3%A2ll_%C4%93%C4%93n
_	_	_	eene	ēēn	http://example.org/lexicon#%C3%A2ll_%C4%93%C4%93n_%E2%80%A6
_	_	_	eene	ēēn	http://example.org/lexicon#%C4%93%C4%93n
_	_	_	eene	ēēn	http://example.org/lexicon#%C4%93%C4%93n%7Cwat
_	_	_	eene	ēēn	http://example.org/lexicon#%C4%93%C4%93n_Da%C4%9F
_	_	_	eene	ēēn	http://example.org/lexicon#%C4%93%C4%93n_bi_%C4%93%C4%93n
_	_	_	eene	ēēn	http://example.org/lexicon#%C4%93%C4%93n_wat
_	_	_	eene	ēēn	http://example.org/lexicon#as_man_%C4%93%C4%93n
_	_	_	eene	ēēn	http://example.org/lexicon#d%C4%97n_%C4%93%C4%93n_Da%C4%9F
_	_	_	eene	ēēn	http://example.org/lexicon#de%7Cdat_%C4%93%C4%93n
_	_	_	eene	ēēn	http://example.org/lexicon#in_%C4%93%C4%93n_t%C5%8D
_	_	_	eene	ēēn	http://example.org/lexicon#man_%C4%93%C4%93n
_	_	_	eene	ēēn	http://example.org/lexicon#mit_%C4%93%C4%93n_%C5%8C%C5%8D%C4%9F
_	_	_	eene	ēēn	http://example.org/lexicon#mit_%C4%93%C4%93n_wat
_	_	_	eene	ēēn	http://example.org/lexicon#ni_%C4%93%C4%93n
_	_	_	eene	ēēn	http://example.org/lexicon#wat_f%C3%B6r_%C4%93%C4%93n
_	_	_	eene	Ėnn	http://example.org/lexicon#%C4%96nn
_	_	_	eene	Ėnn	http://example.org/lexicon#%C4%96nn_%28ni_s%C4%93hn%7Cvun_we%C7%A7%29
_	_	_	eene	Ėnn	http://example.org/lexicon#%C4%97n_%C4%96nn_vun_af
_	_	_	eene	Ėnn	http://example.org/lexicon#an%E2%80%99_%C4%96nn
_	_	_	eene	Ėnn	http://example.org/lexicon#dat%7Cde_%C4%96nn
_	_	_	eene	Ėnn	http://example.org/lexicon#in%E2%80%99_%C4%96nn
_	_	_	eene	Ėnn	http://example.org/lexicon#t%C5%8D_%C4%96nn
_	_	_	eene	Ėnn	http://example.org/lexicon#um_dat_%C4%96nn_vun
_	_	_	eene	ėn	http://example.org/lexicon#%28f%C3%B6r%29_%C4%97n
_	_	_	eene	ėn	http://example.org/lexicon#%28f%C3%B6r%7Cop%29_%C4%97n
_	_	_	eene	ėn	http://example.org/lexicon#%C4%97n
_	_	_	eene	ėnnen	http://example.org/lexicon#%C4%97nnen
_	_	_	eensje	_
eenem de Gluaje fäaläse	to read someone the riot act. 	https://ereimer.net/plautdietsch/pddefns.htm#eenem%20de%20Gluaje%20f%C3%A4al%C3%A4se	eenem	_
_	_	_	de	Dėnn	http://example.org/lexicon#D%C4%97nn_man_l%C5%8D%C5%8Ds
_	_	_	de	Dėnn	http://example.org/lexicon#D%C4%97nn_man_t%C5%8D%21
_	_	_	de	de	http://example.org/lexicon#de
_	_	_	de	de	http://example.org/lexicon#no_de
_	_	_	de	dėn	http://example.org/lexicon#%C3%A2ll_d%C4%97n%7Cde%7Cdat
_	_	_	de	dėn	http://example.org/lexicon#bet_nu_d%C4%97n_Da%C4%9F
_	_	_	de	dėn	http://example.org/lexicon#bi_%C3%A2ll_d%C4%97n%7Cde%7Cdat_%E2%80%A6
_	_	_	de	dėn	http://example.org/lexicon#d%C4%97n
_	_	_	de	dėn	http://example.org/lexicon#d%C4%97n_%C4%93%C4%93n_Da%C4%9F
_	_	_	de	dėn	http://example.org/lexicon#de%7Cd%C4%97n
_	_	_	de	dėn	http://example.org/lexicon#in_d%C4%97n%7Cin%E2%80%99
_	_	_	de	dėn	http://example.org/lexicon#in_d%C4%97n%7Cin%E2%80%99%7Cin_%C4%97n
_	_	_	de	dėn	http://example.org/lexicon#no_d%C4%97n_
_	_	_	de	dėn	http://example.org/lexicon#nu_d%C4%97n_Da%C4%9F
_	_	_	de	dėnn	http://example.org/lexicon#al_mool_%E2%80%A6_un_d%C4%97nn
_	_	_	de	dėnn	http://example.org/lexicon#d%C4%97nn
_	_	_	de	dėnn	http://example.org/lexicon#d%C4%97nn_%E2%80%A6%2C_d%C4%97nn_%28mool%29%E2%80%A6
_	_	_	de	dėnn	http://example.org/lexicon#d%C4%97nn_%E2%80%A6_d%C4%97nn
_	_	_	de	dėnn	http://example.org/lexicon#d%C4%97nn_doch
_	_	_	de	dėnn	http://example.org/lexicon#d%C4%97nn_un_w%C4%97nn
_	_	_	de	dėnn	http://example.org/lexicon#un_d%C4%97nn_%E2%80%A6
_	_	_	Gluaje	_
_	_	_	fäaläse	Veles	http://example.org/lexicon#Veles
_	_	_	fäaläse	Vörlesen	http://example.org/lexicon#V%C3%B6rlesen
_	_	_	fäaläse	Vörlesen	http://example.org/lexicon#dat_V%C3%B6rlesen
_	_	_	fäaläse	verlesen	http://example.org/lexicon#de_Biecht_verlesen
ee(n)fach	simple, elementary. 	https://ereimer.net/plautdietsch/pddefns.htm#ee%28n%29fach	ee(n)fach	_
Eenheit	f. (pl: e) unity, singularity. 	https://ereimer.net/plautdietsch/pddefns.htm#Eenheit	Eenheit	Ēēnheit	http://example.org/lexicon#%C4%92%C4%93nheit
eenijch	agreeable, get along well, compatible. 	https://ereimer.net/plautdietsch/pddefns.htm#eenijch	eenijch	ēnig	http://example.org/lexicon#%C4%93nig
_	_	_	eenijch	ēnig	http://example.org/lexicon#%C4%93nig_ween
_	_	_	eenijch	ēnig	http://example.org/lexicon#dor_ni_um_%C4%93nig
eenje	to agree. {dee eenje sikj - they get along well}. 	https://ereimer.net/plautdietsch/pddefns.htm#eenje	eenje	nä	http://example.org/lexicon#Och_n%C3%A4%2C_%E2%80%A6
_	_	_	eenje	nä	http://example.org/lexicon#n%C3%A4
_	_	_	eenje	nä	http://example.org/lexicon#n%C3%A4%2C_%E2%80%A6
_	_	_	eenje	ünnen	http://example.org/lexicon#%C3%BCnnen
_	_	_	eenje	ünnen	http://example.org/lexicon#no_%C3%BCnnen
_	_	_	eenje	Ēēn	http://example.org/lexicon#%C4%97n_%C4%92%C4%93n
_	_	_	eenje	ēnig	http://example.org/lexicon#%C4%93nig
_	_	_	eenje	ēnig	http://example.org/lexicon#%C4%93nig_ween
_	_	_	eenje	ēnig	http://example.org/lexicon#dor_ni_um_%C4%93nig
_	_	_	eenje	ēnigen	http://example.org/lexicon#sik_%C4%93nigen
_	_	_	eenje	ēēn	http://example.org/lexicon#%28f%C3%B6r%29_%C4%93%C4%93n_Da%C4%9F
_	_	_	eenje	ēēn	http://example.org/lexicon#%28man%29_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#%28sik%29_%C4%93%C4%93n%7Cwat
_	_	_	eenje	ēēn	http://example.org/lexicon#%C3%A2ll_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#%C3%A2ll_%C4%93%C4%93n_%E2%80%A6
_	_	_	eenje	ēēn	http://example.org/lexicon#%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#%C4%93%C4%93n%7Cwat
_	_	_	eenje	ēēn	http://example.org/lexicon#%C4%93%C4%93n_Da%C4%9F
_	_	_	eenje	ēēn	http://example.org/lexicon#%C4%93%C4%93n_bi_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#%C4%93%C4%93n_wat
_	_	_	eenje	ēēn	http://example.org/lexicon#as_man_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#d%C4%97n_%C4%93%C4%93n_Da%C4%9F
_	_	_	eenje	ēēn	http://example.org/lexicon#de%7Cdat_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#in_%C4%93%C4%93n_t%C5%8D
_	_	_	eenje	ēēn	http://example.org/lexicon#man_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#mit_%C4%93%C4%93n_%C5%8C%C5%8D%C4%9F
_	_	_	eenje	ēēn	http://example.org/lexicon#mit_%C4%93%C4%93n_wat
_	_	_	eenje	ēēn	http://example.org/lexicon#ni_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#wat_f%C3%B6r_%C4%93%C4%93n
_	_	_	eenje	Ėnn	http://example.org/lexicon#%C4%96nn
_	_	_	eenje	Ėnn	http://example.org/lexicon#%C4%96nn_%28ni_s%C4%93hn%7Cvun_we%C7%A7%29
_	_	_	eenje	Ėnn	http://example.org/lexicon#%C4%97n_%C4%96nn_vun_af
_	_	_	eenje	Ėnn	http://example.org/lexicon#an%E2%80%99_%C4%96nn
_	_	_	eenje	Ėnn	http://example.org/lexicon#dat%7Cde_%C4%96nn
_	_	_	eenje	Ėnn	http://example.org/lexicon#in%E2%80%99_%C4%96nn
_	_	_	eenje	Ėnn	http://example.org/lexicon#t%C5%8D_%C4%96nn
_	_	_	eenje	Ėnn	http://example.org/lexicon#um_dat_%C4%96nn_vun
_	_	_	eenje	ėn	http://example.org/lexicon#%28f%C3%B6r%29_%C4%97n
_	_	_	eenje	ėn	http://example.org/lexicon#%28f%C3%B6r%7Cop%29_%C4%97n
_	_	_	eenje	ėn	http://example.org/lexicon#%C4%97n
_	_	_	eenje	ėnnen	http://example.org/lexicon#%C4%97nnen
_	_	_	eenje	ėnġ	http://example.org/lexicon#%C4%97n%C4%A1
eenje , eensje	some, several, a few. 	https://ereimer.net/plautdietsch/pddefns.htm#eenje%20%2C%20eensje	eenje	nä	http://example.org/lexicon#Och_n%C3%A4%2C_%E2%80%A6
_	_	_	eenje	nä	http://example.org/lexicon#n%C3%A4
_	_	_	eenje	nä	http://example.org/lexicon#n%C3%A4%2C_%E2%80%A6
_	_	_	eenje	ünnen	http://example.org/lexicon#%C3%BCnnen
_	_	_	eenje	ünnen	http://example.org/lexicon#no_%C3%BCnnen
_	_	_	eenje	Ēēn	http://example.org/lexicon#%C4%97n_%C4%92%C4%93n
_	_	_	eenje	ēnig	http://example.org/lexicon#%C4%93nig
_	_	_	eenje	ēnig	http://example.org/lexicon#%C4%93nig_ween
_	_	_	eenje	ēnig	http://example.org/lexicon#dor_ni_um_%C4%93nig
_	_	_	eenje	ēnigen	http://example.org/lexicon#sik_%C4%93nigen
_	_	_	eenje	ēēn	http://example.org/lexicon#%28f%C3%B6r%29_%C4%93%C4%93n_Da%C4%9F
_	_	_	eenje	ēēn	http://example.org/lexicon#%28man%29_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#%28sik%29_%C4%93%C4%93n%7Cwat
_	_	_	eenje	ēēn	http://example.org/lexicon#%C3%A2ll_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#%C3%A2ll_%C4%93%C4%93n_%E2%80%A6
_	_	_	eenje	ēēn	http://example.org/lexicon#%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#%C4%93%C4%93n%7Cwat
_	_	_	eenje	ēēn	http://example.org/lexicon#%C4%93%C4%93n_Da%C4%9F
_	_	_	eenje	ēēn	http://example.org/lexicon#%C4%93%C4%93n_bi_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#%C4%93%C4%93n_wat
_	_	_	eenje	ēēn	http://example.org/lexicon#as_man_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#d%C4%97n_%C4%93%C4%93n_Da%C4%9F
_	_	_	eenje	ēēn	http://example.org/lexicon#de%7Cdat_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#in_%C4%93%C4%93n_t%C5%8D
_	_	_	eenje	ēēn	http://example.org/lexicon#man_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#mit_%C4%93%C4%93n_%C5%8C%C5%8D%C4%9F
_	_	_	eenje	ēēn	http://example.org/lexicon#mit_%C4%93%C4%93n_wat
_	_	_	eenje	ēēn	http://example.org/lexicon#ni_%C4%93%C4%93n
_	_	_	eenje	ēēn	http://example.org/lexicon#wat_f%C3%B6r_%C4%93%C4%93n
_	_	_	eenje	Ėnn	http://example.org/lexicon#%C4%96nn
_	_	_	eenje	Ėnn	http://example.org/lexicon#%C4%96nn_%28ni_s%C4%93hn%7Cvun_we%C7%A7%29
_	_	_	eenje	Ėnn	http://example.org/lexicon#%C4%97n_%C4%96nn_vun_af
_	_	_	eenje	Ėnn	http://example.org/lexicon#an%E2%80%99_%C4%96nn
_	_	_	eenje	Ėnn	http://example.org/lexicon#dat%7Cde_%C4%96nn
_	_	_	eenje	Ėnn	http://example.org/lexicon#in%E2%80%99_%C4%96nn
_	_	_	eenje	Ėnn	http://example.org/lexicon#t%C5%8D_%C4%96nn
_	_	_	eenje	Ėnn	http://example.org/lexicon#um_dat_%C4%96nn_vun
_	_	_	eenje	ėn	http://example.org/lexicon#%28f%C3%B6r%29_%C4%97n
_	_	_	eenje	ėn	http://example.org/lexicon#%28f%C3%B6r%7Cop%29_%C4%97n
_	_	_	eenje	ėn	http://example.org/lexicon#%C4%97n
_	_	_	eenje	ėnnen	http://example.org/lexicon#%C4%97nnen
_	_	_	eenje	ėnġ	http://example.org/lexicon#%C4%97n%C4%A1
_	_	_	,	_
_	_	_	eensje	_
eenjleisijch	one track minded. 	https://ereimer.net/plautdietsch/pddefns.htm#eenjleisijch	eenjleisijch	_
eenkjanijch	making strange, shy, relating only to one person, usually the mother. 	https://ereimer.net/plautdietsch/pddefns.htm#eenkjanijch	eenkjanijch	_
Eenklank	m. unison, monotone, consonance. 	https://ereimer.net/plautdietsch/pddefns.htm#Eenklank	Eenklank	_
eenkollearijch	of one colour, of plain colours. 	https://ereimer.net/plautdietsch/pddefns.htm#eenkollearijch	eenkollearijch	_
ee(n)letsijch	single, unmarried. 	https://ereimer.net/plautdietsch/pddefns.htm#ee%28n%29letsijch	ee(n)letsijch	_
eenmol eromm	one lap, one round. 	https://ereimer.net/plautdietsch/pddefns.htm#eenmol%20eromm	eenmol	ēēnmool	http://example.org/lexicon#%C4%93%C4%93nmool
_	_	_	eenmol	ēēnmool	http://example.org/lexicon#%C4%93%C4%93nmool_s%C5%8D_M%C5%8D%C5%8Dd_ween
_	_	_	eenmol	ēēnmool	http://example.org/lexicon#%C4%93%C4%93nmool_um%E2%80%99e_Klock_un_t%C5%8D_j%C4%93de_Tiet_um%7C%C3%BCm_
_	_	_	eenmol	ēēnmool	http://example.org/lexicon#Wat%7CWo_%E2%80%A6_doch%7Cbl%C5%8D%C5%8Dts_%C4%93%C4%93nmool_%E2%80%A6
_	_	_	eenmol	ēēnmool	http://example.org/lexicon#doch_%C4%93%C4%93nmool
_	_	_	eenmol	ēēnmool	http://example.org/lexicon#man_%C4%93%C4%93nmool
_	_	_	eenmol	ēēnmool	http://example.org/lexicon#ni_%C4%93%C4%93nmool
_	_	_	eenmol	ēēnmool	http://example.org/lexicon#ni_%C4%93%C4%93nmool_wedder
_	_	_	eenmol	ēēnmool	http://example.org/lexicon#noch_ni_%C4%93%C4%93nmool
_	_	_	eenmol	ēēnmool	http://example.org/lexicon#op_%C4%93%C4%93nmool
_	_	_	eromm	Ramm	http://example.org/lexicon#Ramm
_	_	_	eromm	Rōhm	http://example.org/lexicon#R%C5%8Dhm
_	_	_	eromm	Rōōm	http://example.org/lexicon#R%C5%8D%C5%8Dm
_	_	_	eromm	rum	http://example.org/lexicon#rum_u%7C%C3%BC
_	_	_	eromm	rum	http://example.org/lexicon#s%C5%8D_bi_%E2%80%A6_rum
_	_	_	eromm	rum	http://example.org/lexicon#um_%E2%80%A6_rum_u%7C%C3%BC
ee(n)mol	once. 	https://ereimer.net/plautdietsch/pddefns.htm#ee%28n%29mol	ee(n)mol	_
eenmoleent	the multiplication table, (lit one times one). 	https://ereimer.net/plautdietsch/pddefns.htm#eenmoleent	eenmoleent	_
eenoamijch	one armed, havinag only one arm. 	https://ereimer.net/plautdietsch/pddefns.htm#eenoamijch	eenoamijch	_
eenräjijch	of one row (of plants). 	https://ereimer.net/plautdietsch/pddefns.htm#eenr%C3%A4jijch	eenräjijch	_
ee(n)saum	lonely, lonesome, solitary. 	https://ereimer.net/plautdietsch/pddefns.htm#ee%28n%29saum	ee(n)saum	_
Eensaumkjeit	f. loneliness, solitude. 	https://ereimer.net/plautdietsch/pddefns.htm#Eensaumkjeit	Eensaumkjeit	_
Eenselheit	f. (pl: e) singularity, characteristic. 	https://ereimer.net/plautdietsch/pddefns.htm#Eenselheit	Eenselheit	_
eenselja	m. the only one. 	https://ereimer.net/plautdietsch/pddefns.htm#eenselja	eenselja	_
eenselje	f. the only one. 	https://ereimer.net/plautdietsch/pddefns.htm#eenselje	eenselje	_
eenselje	(pl) the only ones. 	https://ereimer.net/plautdietsch/pddefns.htm#eenselje	eenselje	_
eenseljet	n. the only thing. 	https://ereimer.net/plautdietsch/pddefns.htm#eenseljet	eenseljet	_
eenseloatijch	singualr, unique. 	https://ereimer.net/plautdietsch/pddefns.htm#eenseloatijch	eenseloatijch	_
eenselwiess	one by one, singly. 	https://ereimer.net/plautdietsch/pddefns.htm#eenselwiess	eenselwiess	_
eenselwiess fekjeepe	to retail. 	https://ereimer.net/plautdietsch/pddefns.htm#eenselwiess%20fekjeepe	eenselwiess	_
_	_	_	fekjeepe	_
eensiedijch	one sided, unilateral. 	https://ereimer.net/plautdietsch/pddefns.htm#eensiedijch	eensiedijch	ēēnsiedig	http://example.org/lexicon#%C4%93%C4%93nsiedig
Eensiedla	m. hermit, recluse. 	https://ereimer.net/plautdietsch/pddefns.htm#Eensiedla	Eensiedla	_
eensiedlijch	solitary, lonely, isolated. 	https://ereimer.net/plautdietsch/pddefns.htm#eensiedlijch	eensiedlijch	_
eensilbijch	monosyllabic. 	https://ereimer.net/plautdietsch/pddefns.htm#eensilbijch	eensilbijch	_
eensje	see eenje. 	https://ereimer.net/plautdietsch/pddefns.htm#eensje	eensje	_
eenst	once, once upon a time. {met eenst - all of a sudden}. 	https://ereimer.net/plautdietsch/pddefns.htm#eenst	eenst	_
eenstemmijch	solo; unanimous, in unison. 	https://ereimer.net/plautdietsch/pddefns.htm#eenstemmijch	eenstemmijch	ēēnstimmig	http://example.org/lexicon#%C4%93%C4%93nstimmig
eenstockijch	sone storeyed. 	https://ereimer.net/plautdietsch/pddefns.htm#eenstockijch	eenstockijch	_
eent	one. 	https://ereimer.net/plautdietsch/pddefns.htm#eent	eent	_
eent (een)	one. 	https://ereimer.net/plautdietsch/pddefns.htm#eent%20%28een%29	eent	_
_	_	_	(een)	in	http://example.org/lexicon#in_
_	_	_	(een)	in	http://example.org/lexicon#in_%E2%80%A6
_	_	_	(een)	Ēēn	http://example.org/lexicon#%C4%97n_%C4%92%C4%93n
_	_	_	(een)	ēēn	http://example.org/lexicon#%28f%C3%B6r%29_%C4%93%C4%93n_Da%C4%9F
_	_	_	(een)	ēēn	http://example.org/lexicon#%28man%29_%C4%93%C4%93n
_	_	_	(een)	ēēn	http://example.org/lexicon#%28sik%29_%C4%93%C4%93n%7Cwat
_	_	_	(een)	ēēn	http://example.org/lexicon#%C3%A2ll_%C4%93%C4%93n
_	_	_	(een)	ēēn	http://example.org/lexicon#%C3%A2ll_%C4%93%C4%93n_%E2%80%A6
_	_	_	(een)	ēēn	http://example.org/lexicon#%C4%93%C4%93n
_	_	_	(een)	ēēn	http://example.org/lexicon#%C4%93%C4%93n%7Cwat
_	_	_	(een)	ēēn	http://example.org/lexicon#%C4%93%C4%93n_Da%C4%9F
_	_	_	(een)	ēēn	http://example.org/lexicon#%C4%93%C4%93n_bi_%C4%93%C4%93n
_	_	_	(een)	ēēn	http://example.org/lexicon#%C4%93%C4%93n_wat
_	_	_	(een)	ēēn	http://example.org/lexicon#as_man_%C4%93%C4%93n
_	_	_	(een)	ēēn	http://example.org/lexicon#d%C4%97n_%C4%93%C4%93n_Da%C4%9F
_	_	_	(een)	ēēn	http://example.org/lexicon#de%7Cdat_%C4%93%C4%93n
_	_	_	(een)	ēēn	http://example.org/lexicon#in_%C4%93%C4%93n_t%C5%8D
_	_	_	(een)	ēēn	http://example.org/lexicon#man_%C4%93%C4%93n
_	_	_	(een)	ēēn	http://example.org/lexicon#mit_%C4%93%C4%93n_%C5%8C%C5%8D%C4%9F
_	_	_	(een)	ēēn	http://example.org/lexicon#mit_%C4%93%C4%93n_wat
_	_	_	(een)	ēēn	http://example.org/lexicon#ni_%C4%93%C4%93n
_	_	_	(een)	ēēn	http://example.org/lexicon#wat_f%C3%B6r_%C4%93%C4%93n
_	_	_	(een)	Ėnn	http://example.org/lexicon#%C4%96nn
_	_	_	(een)	Ėnn	http://example.org/lexicon#%C4%96nn_%28ni_s%C4%93hn%7Cvun_we%C7%A7%29
_	_	_	(een)	Ėnn	http://example.org/lexicon#%C4%97n_%C4%96nn_vun_af
_	_	_	(een)	Ėnn	http://example.org/lexicon#an%E2%80%99_%C4%96nn
_	_	_	(een)	Ėnn	http://example.org/lexicon#dat%7Cde_%C4%96nn
_	_	_	(een)	Ėnn	http://example.org/lexicon#in%E2%80%99_%C4%96nn
_	_	_	(een)	Ėnn	http://example.org/lexicon#t%C5%8D_%C4%96nn
_	_	_	(een)	Ėnn	http://example.org/lexicon#um_dat_%C4%96nn_vun
_	_	_	(een)	ėn	http://example.org/lexicon#%28f%C3%B6r%29_%C4%97n
_	_	_	(een)	ėn	http://example.org/lexicon#%28f%C3%B6r%7Cop%29_%C4%97n
_	_	_	(een)	ėn	http://example.org/lexicon#%C4%97n
eent fonn beid	either or, one of two. 	https://ereimer.net/plautdietsch/pddefns.htm#eent%20fonn%20beid	eent	_
_	_	_	fonn	Fohn	http://example.org/lexicon#Fohn
_	_	_	fonn	vun	http://example.org/lexicon#%28de_Tiet%29_vun_d%C5%8D_af_%28an%29
_	_	_	fonn	vun	http://example.org/lexicon#%C4%97n_%C4%96nn_vun_af
_	_	_	fonn	vun	http://example.org/lexicon#dor_%E2%80%A6_vun
_	_	_	fonn	vun	http://example.org/lexicon#jo%2C_vun_mi_ut
_	_	_	fonn	vun	http://example.org/lexicon#um_dat_%C4%96nn_vun
_	_	_	fonn	vun	http://example.org/lexicon#vun
_	_	_	fonn	vun	http://example.org/lexicon#vun%7Cut
_	_	_	fonn	vun	http://example.org/lexicon#vun_%E2%80%A6_af
_	_	_	fonn	vun	http://example.org/lexicon#vun_%E2%80%A6_af_an
_	_	_	fonn	vun	http://example.org/lexicon#vun_%E2%80%A6_an
_	_	_	fonn	vun	http://example.org/lexicon#vun_%E2%80%A6_her
_	_	_	fonn	vun	http://example.org/lexicon#vun_%E2%80%A6_op_an
_	_	_	fonn	vun	http://example.org/lexicon#vun_Da%C4%9F_t%C5%8D_Da%C4%9F
_	_	_	fonn	vun	http://example.org/lexicon#vun_de
_	_	_	fonn	vun	http://example.org/lexicon#vun_mi_ut
_	_	_	fonn	vun	http://example.org/lexicon#vun_nu_af_an
_	_	_	fonn	vun	http://example.org/lexicon#vun_sik_ut
_	_	_	fonn	vun	http://example.org/lexicon#vun_wat
_	_	_	beid	_
eent no't aundre	one after another, consecutive, successive. 	https://ereimer.net/plautdietsch/pddefns.htm#eent%20no%27t%20aundre	eent	_
_	_	_	no't	_
_	_	_	aundre	_
eentäajlijch	stubborn, single-minded. 	https://ereimer.net/plautdietsch/pddefns.htm#eent%C3%A4ajlijch	eentäajlijch	_
eenteenijch	monotonous. 	https://ereimer.net/plautdietsch/pddefns.htm#eenteenijch	eenteenijch	_
Eentracht	f. accord. 	https://ereimer.net/plautdietsch/pddefns.htm#Eentracht	Eentracht	_
Eenüag	m. one eye. 	https://ereimer.net/plautdietsch/pddefns.htm#Een%C3%BCag	Eenüag	nōōğ	http://example.org/lexicon#m%C4%93hr_as_n%C5%8D%C5%8D%C4%9F_
_	_	_	Eenüag	nōōğ	http://example.org/lexicon#n%C5%8D%C5%8D%C4%9F
Ees	f. (pl: e) ribbon, bow. 	https://ereimer.net/plautdietsch/pddefns.htm#Ees	Ees	Öös	http://example.org/lexicon#%C3%96%C3%B6s
Eesebaunt	m. ribbon, bow. 	https://ereimer.net/plautdietsch/pddefns.htm#Eesebaunt	Eesebaunt	_
eesswit	snow white. immaculate. 	https://ereimer.net/plautdietsch/pddefns.htm#eesswit	eesswit	_
Eewa	n. (pl: sch) shore, bank of a river, coast, beach. 	https://ereimer.net/plautdietsch/pddefns.htm#Eewa	Eewa	Ever	http://example.org/lexicon#Ever
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_Da%C4%9F
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_Kopp_gohn
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_Land
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_Sta%C4%A1_gohn
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_de%7C%C3%B6ver
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_de%7C%C3%B6ver_%C4%97n
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_de_%C4%93gen
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_de_Tiet
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_de_Week
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_kott_%C5%8Dder_lang
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_un_%C3%B6ver
_	_	_	Eewa	över	http://example.org/lexicon#%C3%B6ver_ween
_	_	_	Eewa	över	http://example.org/lexicon#%C4%93%C4%93n_%28wiet%29_%C3%B6ver_ween
_	_	_	Eewa	över	http://example.org/lexicon#%C4%93%C4%93n_%C3%B6ver_ween
_	_	_	Eewa	över	http://example.org/lexicon#d%C4%97n_Da%C4%9F_%C3%B6ver
_	_	_	Eewa	över	http://example.org/lexicon#de_Tiet_%C3%B6ver
_	_	_	Eewa	över	http://example.org/lexicon#de_Week_%C3%B6ver
_	_	_	Eewa	över	http://example.org/lexicon#dor_%E2%80%A6_%C3%B6ver
_	_	_	Eewa	över	http://example.org/lexicon#liek_%C3%B6ver
_	_	_	Eewa	över	http://example.org/lexicon#mit_%C4%97n_Mask_%C3%B6ver
_	_	_	Eewa	över	http://example.org/lexicon#nix_bi_%C3%B6ver_ween
_	_	_	Eewa	Ēver	http://example.org/lexicon#%C4%92ver
_	_	_	Eewa	Ȫver	http://example.org/lexicon#dat%7Cde_%C8%AAver
eewan'jeelisch	evangelic. 	https://ereimer.net/plautdietsch/pddefns.htm#eewan%27jeelisch	eewan'jeelisch	_
Eewanje'list	m. evangelsit. 	https://ereimer.net/plautdietsch/pddefns.htm#Eewanje%27list	Eewanje'list	_
eewe	to practice, rehearse. 	https://ereimer.net/plautdietsch/pddefns.htm#eewe	eewe	Wėnn	http://example.org/lexicon#W%C4%97nn
_	_	_	eewe	eḃen	http://example.org/lexicon#e%E1%B8%83en
_	_	_	eewe	eḃen	http://example.org/lexicon#e%E1%B8%83en_Land
_	_	_	eewe	eḃen	http://example.org/lexicon#e%E1%B8%83en_T%C3%A2ll
_	_	_	eewe	eḃen	http://example.org/lexicon#e%E1%B8%83en_mool
_	_	_	eewe	eḃen	http://example.org/lexicon#e%E1%B8%83en_un_%C3%A2ll
_	_	_	eewe	eḃen	http://example.org/lexicon#e%E1%B8%83en_un_e%E1%B8%83en_
